latitude,longitude,bright_ti4
-31.04399,152.65778,309.2
-31.04795,152.66116,352.9
-31.05128,152.66045,310.6
-31.09044,152.60205,297.1
-30.94406,152.377,330.7
-30.94848,152.40529,315.3
-30.95244,152.40863,312.8
-30.91315,152.42111,330
-31.29546,152.59575,306
-31.29438,152.56647,299.2
-31.30024,152.58211,345.2
-31.29961,152.57802,296.7
-31.60512,152.31987,309.9
-31.30816,152.58887,367
-31.3069,152.58072,296.9
-31.31212,152.59224,311.4
-31.31545,152.59155,345
-31.31878,152.59085,326.6
-30.88725,152.42101,306.8
-30.89057,152.4203,348.8
-30.89263,152.4115,335
-30.89579,152.4317,351.1
-30.89642,152.43575,315
-30.89714,152.42865,325.4
-30.89732,152.40776,319.1
-30.89795,152.41179,310.4
-30.90065,152.40706,318.6
-30.90334,152.40233,329.5
-30.9046,152.4104,298.6
-30.90586,152.41846,301.6
-30.89651,152.42461,306.8
-32.26444,147.00595,304.8
-32.19213,146.92851,332.6
-32.1894,146.9351,311.9
-31.04857,152.66524,304.2
-31.14649,152.72023,321.1
-31.14751,152.68221,300
-31.1521,152.68965,297.7
-31.15398,152.69075,297.1
-31.15522,152.6989,301.4
-31.16251,152.70155,316.4
-31.16918,152.70016,301.4
-31.67143,152.09708,305.2
-31.67809,152.09564,301
-31.67015,152.08893,320.6
-30.90632,152.44339,331.8
-30.90173,152.436,327.1
-31.48411,152.48286,316
-31.12328,152.95195,301.3
-31.59657,148.08736,296.5
-31.72121,152.73155,303.2
-33.14997,151.11035,298.3
-32.45026,151.10631,308.6
-33.15331,151.10959,301.1
-31.66387,152.02718,308.2
-34.46399,150.88319,315.8
-34.45598,150.87634,314.2
-34.46133,150.88818,321.3
-38.06342,142.66875,302.6
-12.51405,141.89774,306.3
-12.5085,141.89998,344.1
-11.42805,132.51958,306.4
-14.35546,130.70369,303.3
-12.66506,133.94287,334.3
-14.34832,130.72321,310.4
-14.33462,130.76581,301.7
-14.62196,131.53856,307.2
-14.58811,131.54044,300.4
-14.31193,130.77328,320.2
-14.30757,130.76271,313.1
-14.7551,130.75117,303.1
-14.56028,130.67299,327.4
-14.55769,130.72116,303.4
-14.55259,131.53156,353.8
-14.55148,131.52438,313.2
-14.55425,131.52025,317.8
-14.56591,131.55142,302.3
-14.56313,131.53351,309.7
-14.5598,131.53404,305.3
-14.55758,131.5197,314.6
-14.55647,131.53461,319.6
-14.56868,131.52524,305.1
-14.57312,131.53185,320.2
-14.57589,131.52774,331.8
-14.57756,131.53848,312.9
-14.56147,131.61105,311.1
-14.55869,131.61519,346
-14.5548,131.61215,303.5
-14.58367,131.53381,344
-15.81312,137.06021,295.7
-13.22418,142.6898,306.4
-12.16417,134.56778,302.8
-12.82532,131.65698,303.3
-12.88187,132.6201,317
-12.70902,134.99306,299.6
-12.92996,134.49202,302.6
-12.82317,132.97086,308.6
-12.45417,134.29288,321.7
-13.34608,133.97615,297.7
-13.74433,131.05286,304.8
-13.50946,133.35977,298.4
-13.25756,131.93741,329.8
-12.64394,131.30164,303.8
-12.55826,132.00948,300.7
-12.56828,132.35501,310
-14.42126,132.9386,334.8
-13.19791,134.64342,310.4
-13.20396,134.6337,300.3
-12.81477,134.45825,332.5
-12.81696,134.45615,335.4
-12.81418,134.45412,319.8
-12.63598,134.04022,309.9
-12.68672,132.50974,328.2
-13.74489,131.05643,306.9
-12.58667,132.36311,320
-12.67275,132.50829,323.3
-12.68392,132.5139,305.7
-12.88979,132.58156,305
-12.89932,132.57632,311.1
-13.74658,131.06709,300.2
-14.63813,131.64267,302.7
-12.80207,132.97005,317.8
-12.80602,132.97322,326.1
-12.8145,132.98318,333.9
-12.81811,132.96028,326.3
-12.8294,132.96611,304.2
-12.87795,132.617,306.6
-14.42468,132.93805,308.9
-13.75097,131.05177,308.7
-14.58648,133.21434,313.6
-14.59919,133.20433,306.8
-14.60148,133.21999,300.2
-14.60611,133.20322,324.7
-14.60496,133.19539,313.3
-14.60842,133.19485,309.2
-14.61303,133.22617,299.7
-14.6165,133.22563,328.7
-14.61592,133.22171,317.6
-13.74985,131.04465,300.4
-11.37537,130.83453,302.8
-11.46194,130.85013,303.1
-11.39896,130.87471,303.7
-11.41361,130.89113,314.6
-11.42145,130.89716,303.2
-11.42698,130.88892,316.4
-11.42975,130.8848,304.8
-14.41214,132.97125,306.1
-11.36751,130.95691,304.4
-13.74709,131.04877,317.1
-15.37662,130.87234,316.9
-15.40536,131.09914,307.3
-15.42582,131.07733,330.6
-15.40157,130.87918,356.9
-15.42746,131.06602,325.6
-15.26972,131.24992,335.1
-15.40213,130.88277,318.4
-15.42634,131.05885,339.7
-15.45363,128.13092,314.1
-15.41137,131.05034,334.1
-15.40972,131.06163,312.6
-15.40804,131.05089,337.9
-15.40584,131.05861,323.9
-15.5579,131.29475,326.9
-15.55459,131.31744,305.7
-15.38051,130.87535,324.9
-15.44956,130.86354,311.2
-15.44292,130.86465,311
-15.42411,130.87517,304.8
-15.57414,131.42149,308.8
-15.26427,130.35735,312.2
-15.25339,130.39619,305.7
-15.41641,131.08257,309.5
-15.41801,131.04922,309.8
-15.41634,131.0385,336.4
-15.41413,131.0462,309.7
-15.41245,131.03548,306.3
-15.59081,131.41873,333.7
-15.5808,131.42036,314.4
-15.41193,131.05389,342.8
-15.15082,130.5163,318.4
-16.21676,136.04494,302.5
-15.25863,131.2444,310.7
-15.25751,131.23723,311.1
-16.23226,136.0043,300.6
-15.56969,131.41484,303.5
-15.49984,130.81462,303.7
-15.55275,130.70319,336.4
-15.49815,130.80388,339.1
-15.49978,130.79256,333.6
-15.50254,130.78841,314
-15.49871,130.80745,319.6
-15.55755,130.64714,308.3
-15.58802,130.64568,317.8
-16.18362,126.13753,296.7
-15.60494,130.60622,308
-15.48329,130.83948,312.3
-16.14198,126.15041,302.5
-16.92632,123.11479,323.7
-16.20113,126.12368,330.9
-15.66896,130.53647,303.6
-16.80001,122.72021,307.6
-15.60543,130.58774,321.5
-15.4927,130.83421,320.6
-15.60017,130.40419,308.6
-15.49545,130.83008,317.9
-15.54456,130.73769,343.5
-15.54611,130.7043,309.4
-15.59506,130.62999,312.6
-15.46893,130.8566,304.3
-15.50091,130.79973,344
-15.56597,130.67885,316.4
-16.92805,123.09893,335.9
-15.48442,130.84665,316
-16.79894,122.71487,302.3
-15.59012,130.64188,331.6
-15.60486,130.58415,309.3
-16.90864,123.09792,303.4
-16.92536,123.10984,320.8
-16.93649,123.11777,320.2
-15.56435,130.69019,316.4
-16.94552,123.08998,314.2
-15.52292,130.7303,305.5
-15.58356,130.63907,312.4
-15.47282,130.85963,307.2
-16.93554,123.11285,303.5
-15.60437,130.60263,349.6
-15.52179,130.72313,305.7
-15.60875,130.58717,312.8
-16.94092,123.09102,305.2
-15.50147,130.80331,307.9
-15.59838,130.62943,330.5
-15.4811,130.8472,320.3
-15.60323,130.59544,330.4
-15.51847,130.72369,309.9
-16.13596,126.14313,301.8
-15.54943,130.70375,325.2
-24.00221,131.55492,315.2
-20.61199,116.76055,300.5
-20.69409,117.89416,313.1
-30.86511,121.4917,309.6
-33.82219,116.43623,317.3
-32.81218,116.408,326.5
-32.4129,116.07987,331.8
-32.97516,116.08205,295.5
-32.41202,116.07628,316
-20.60049,116.78073,296
-20.59409,116.78174,317.6
-34.29354,117.00696,301.4
-32.44344,116.167,314.7
-32.41311,116.08166,309.1
-37.18446,149.89349,327.2
-31.6678,152.08978,334
-34.4572,150.87798,333.6
-31.04945,152.66203,336.6
-31.04002,152.64516,339.2
-31.03258,152.64354,346.7
-30.89622,152.43909,351.9
-30.897,152.43686,353.1
-30.9132,152.42555,345.2
-31.31368,152.59435,346.8
-31.30615,152.59314,332
-31.30664,152.59077,345.3
-30.90863,152.39853,333.2
-30.89985,152.40771,330.2
-30.89367,152.4279,329.4
-30.90145,152.40016,348.1
-30.89703,152.40477,337.1
-30.89325,152.40416,333.2
-30.88884,152.40878,347.1
-30.88444,152.41327,347.2
-30.89229,152.40643,352.2
-31.04884,152.66705,330.6
-31.14229,152.97745,347.1
-31.14065,152.97957,337.1
-31.49037,152.49014,339.8
-31.13634,152.98395,344.8
-31.13821,152.9688,329.3
-31.13327,152.97833,345.8
-31.1253,152.95128,344.8
-31.12899,152.95192,357.5
-31.13206,152.95757,332.2
-31.12837,152.95694,336.8
-27.94711,153.28935,335.7
-28.42618,152.85388,352.4
-27.64767,152.80927,350.2
-27.3786,152.9584,333.7
-28.16295,153.2007,341.2
-27.96471,153.29248,355.4
-27.96177,153.28752,339.1
-27.95006,153.29431,331.1
-29.14563,152.81204,354.7
-29.74511,152.71977,331
-29.75248,152.72086,335.3
-29.80478,152.54292,341.3
-29.3189,153.05397,367
-29.07172,152.63106,352.9
-29.96067,152.86118,341.4
-29.78925,152.51547,343
-29.31557,153.04552,367
-29.31404,153.03378,346.9
-29.37908,152.71799,328.2
-29.31529,153.05333,367
-29.07717,152.6172,367
-28.54448,149.82353,346.3
-29.56924,152.82333,347.8
-29.56559,152.82266,346
-29.58634,152.83582,345.2
-29.35252,152.81262,326.4
-29.3507,152.82742,352
-29.60035,152.84306,326.5
-29.34888,152.81197,331.8
-29.34398,152.82169,340.6
-29.34717,152.82872,334.6
-29.34352,152.82814,335
-29.33564,152.83165,331.5
-29.32284,152.81532,346.8
-29.41277,152.83672,330.9
-29.58999,152.8364,343.1
-29.58388,152.82561,353.7
-29.81759,152.72949,329.6
-29.07538,152.63168,346
-29.89802,152.91466,337.4
-29.89437,152.91405,331.7
-29.93388,152.89619,331.1
-29.89497,152.90921,341.8
-29.79295,152.51611,342
-29.74879,152.72034,340.3
-29.37542,152.71732,346.5
-29.31918,153.04614,354.1
-29.31136,153.04962,349.1
-29.3441,152.82364,350.6
-29.34524,152.81131,332.2
-29.35128,152.82274,327.6
-29.95891,152.8454,329.5
-29.81696,152.73465,327.2
-29.96921,152.85271,336.6
-30.038,152.77203,333.2
-29.96433,152.86179,346.3
-25.52762,152.86325,330.7
-27.31537,148.0448,341.2
-25.58878,152.83318,345.6
-25.59229,152.83374,346.3
-24.92679,151.01826,332.1
-26.24515,151.01476,333.1
-24.92619,151.0231,339.7
-26.17417,151.10779,333.1
-26.24898,151.00726,344.2
-26.24767,151.01787,330
-24.94377,151.00589,330.5
-24.92301,151.01768,331.4
-22.52211,149.1302,357.3
-20.68483,148.64514,331.9
-22.68143,150.44562,343.1
-22.6884,150.45177,349.7
-22.51801,149.12964,350
-22.68081,150.45059,355.1
-22.68964,150.44177,345.1
-22.48217,148.91324,345.9
-20.56277,148.19841,330.6
-19.60332,146.32353,335.7
-19.50192,146.55318,339.6
-19.59432,146.5687,367
-19.59772,146.56674,343.3
-19.58857,146.57774,333.4
-19.57632,146.56139,332.2
-19.50364,146.55698,339.9
-19.56343,146.55048,336.1
-20.29761,145.52567,367
-20.29399,145.51166,329.2
-20.28337,145.51599,355
-13.83518,143.06563,331.9
-16.56953,142.17657,332.3
-16.70933,145.28194,341.8
-16.71152,145.21941,342.3
-16.69058,145.22943,332.8
-16.68886,145.22652,339.3
-16.70014,141.98761,353.1
-15.36943,142.38454,367
-16.54987,142.13374,344.1
-16.54894,142.14273,367
-16.55584,142.13438,340.3
-16.55167,142.17468,354.7
-16.56227,142.13052,350.4
-16.55762,142.17532,330.8
-16.56218,142.18932,339.8
-16.57762,142.18118,332.2
-16.60144,142.18373,354.6
-16.60739,142.18436,333.2
-16.53701,142.14146,367
-16.5315,142.13637,367
-16.73728,142.06177,357.1
-16.51196,141.89085,350.5
-14.12552,143.42575,346.7
-16.75532,142.06367,337.5
-14.12848,143.42744,340.1
-14.12886,143.42404,353.9
-16.58697,142.00929,335.8
-16.72572,142.05592,332.9
-15.55537,144.44693,356.4
-14.1227,143.44926,334.2
-16.51245,141.88622,367
-14.12593,143.42238,338.3
-16.74284,142.06699,367
-16.52481,141.90009,367
-16.56891,142.00739,338.4
-16.5127,141.8988,344
-16.73173,142.05655,330.2
-16.73082,142.0657,367
-13.8074,143.00571,346
-13.79074,143.05418,334
-12.9317,141.88635,330
-12.92173,141.87219,340.5
-13.31055,142.53261,333
-12.89348,141.86125,354.2
-12.89929,141.86189,367
-37.19097,149.89784,337.7
-37.18416,149.90462,337
-29.68366,116.56771,337.8
-16.81698,138.54308,336.2
-20.68822,117.87829,344.8
-20.69326,117.88763,344
-20.69445,117.87453,353.9
-16.48478,141.909,367
-16.48241,141.89743,355.8
-16.48934,141.89908,367
-16.50331,141.89191,331.4
-16.55376,142.01309,335.6
-16.49086,141.89229,353.4
-16.47785,141.90736,367
-16.75023,142.07086,367
-16.55477,141.82602,353
-16.74309,142.06055,332.8
-16.48781,141.90587,367
-16.50557,141.91382,367
-16.49625,141.90071,339
-16.71387,142.06952,354
-16.56318,141.82095,354
-16.70532,142.0748,340.4
-16.69836,142.07314,367
-16.49864,141.91222,367
-16.4917,141.91063,367
-16.50166,141.90915,367
-16.72083,142.07118,336
-16.72918,142.05733,338.8
-16.58535,141.81912,346.1
-16.54781,142.01721,344.7
-16.48099,141.89383,350.8
-20.59339,116.7785,337.9
-16.39613,136.96408,341
-16.32557,137.01952,367
-16.31707,137.03502,333.8
-16.26864,137.032,351.6
-16.70877,141.99619,339.4
-21.26618,118.27167,367
-16.24261,136.99907,348.2
-16.24328,136.99577,367
-16.24717,137.00343,340.6
-16.24851,136.99686,367
-16.25306,137.00122,332.3
-16.25106,137.01112,350.4
-16.25962,136.99568,335.1
-16.25628,137.01221,346.7
-16.26485,136.99675,347.7
-16.26617,136.99017,367
-16.2714,136.99123,340.6
-16.26808,137.00774,336.4
-16.27007,136.99783,367
-16.27794,136.9857,367
-16.28118,136.99669,338.6
-16.29162,136.99883,341.3
-16.37921,136.96744,367
-16.38052,136.96092,352.5
-16.36548,136.98169,347.3
-16.36188,136.89279,342
-16.38888,137.00021,347.1
-16.37712,137.00467,355.8
-16.37053,136.84564,346
-16.36926,136.85211,367
-16.37505,136.84995,350.4
-16.37442,136.8532,367
-16.37103,136.84778,343.9
-16.37686,136.84557,351.3
-16.37488,136.85532,355.5
-16.38136,136.8499,335.1
-16.37356,136.88841,336
-16.38651,136.85103,339.4
-16.38844,136.86809,348.5
-16.33194,136.90495,333.5
-16.35005,136.89516,343
-16.34238,136.93417,367
-16.34822,136.93198,340.5
-16.3502,136.89719,367
-16.3567,136.89175,340.8
-16.3481,136.93391,340.4
-16.27544,136.94415,367
-16.28584,136.94633,349.8
-16.29039,136.95067,367
-16.34064,136.99709,330.2
-16.33274,137.00911,341.3
-16.32685,137.01132,344.5
-16.34184,136.99203,331.6
-16.33663,136.99094,353.4
-16.34157,136.93939,336.3
-16.3346,136.9462,353.8
-16.32291,136.95058,367
-16.31836,136.94624,336.6
-16.30731,136.94736,332.9
-16.2956,136.95174,336.5
-16.33962,136.86609,367
-16.35894,136.84993,349
-16.3641,136.85104,367
-16.36006,136.84886,367
-16.36587,136.84673,367
-16.59605,142.19579,336.2
-16.5851,142.19627,354.6
-16.57106,142.19292,330
-16.56729,142.17717,331.6
-16.54247,142.15659,367
-16.53333,142.13232,331.4
-16.54745,142.14894,336.3
-16.53185,142.15263,330.4
-16.27969,137.05852,355.6
-16.2836,137.06625,334.4
-14.63998,131.56874,334
-14.63837,131.57835,342.5
-14.55982,130.65758,341.8
-14.56187,131.47581,347.7
-15.56248,131.32874,336.9
-14.66732,130.72878,343.7
-14.60762,131.52831,353.9
-14.59463,131.46698,337.1
-14.33416,130.73584,330.3
-15.45726,128.12114,333.9
-14.59842,131.46765,339.9
-14.33926,130.77339,354
-15.4312,131.07222,342.8
-14.33818,130.77254,348.7
-16.08418,136.68541,334
-14.59681,131.47708,334.7
-14.55477,130.6655,350.5
-14.07344,136.44125,338
-15.46559,128.1115,349.2
-15.46059,128.12172,351.5
-15.46225,128.11095,355.5
-15.43594,130.866,335.5
-14.61441,131.53445,334.1
-15.40756,131.10023,338.1
-13.90606,136.70638,367
-14.67106,130.70616,345.9
-15.45615,128.12836,334
-14.36469,130.72736,348.1
-14.56446,131.61995,340.6
-16.21646,136.04909,332.4
-15.43266,131.06352,367
-15.43484,131.0506,347.9
-15.43119,131.04988,355.9
-15.42972,131.03621,346.5
-15.42686,131.03084,367
-14.60681,131.53313,336.7
-14.65425,130.73991,335.3
-14.61143,131.52898,342.6
-15.41584,131.02914,353.5
-15.42319,131.03027,345.5
-15.42021,131.04785,339.7
-15.4246,131.04424,355.2
-14.63046,131.53215,339.2
-14.63698,131.56326,347.8
-14.64138,131.5838,342.3
-15.26745,130.41515,337.9
-15.57275,131.42522,344.6
-14.63568,131.56075,349.7
-14.63781,131.57101,340.9
-14.63829,131.59085,331.3
-14.63787,131.61577,335
-14.55299,131.6179,338.4
-14.53854,131.61034,340
-14.61523,131.52963,339
-14.6564,130.72687,331.5
-14.66296,130.73247,349.3
-15.5552,131.297,335.3
-15.58844,131.42332,342.1
-14.63479,131.55295,349
-14.30485,130.77634,332.6
-15.79773,137.08511,353.9
-14.33342,130.71753,353.6
-14.32832,130.72563,341.3
-15.26153,131.25569,346.3
-14.55681,131.61859,336.7
-15.38897,130.88055,337.3
-15.38391,130.86594,342.3
-14.13175,136.50188,367
-14.30192,130.77127,367
-15.11968,130.58791,334.4
-14.31584,130.77829,342.2
-14.35314,130.70686,353.2
-14.35312,130.71196,351.5
-14.59517,131.48666,342.8
-15.26895,131.257,334.1
-15.44446,128.13763,341.7
-13.90462,136.70366,367
-15.40683,130.88326,341
-15.40712,130.88383,339.9
-14.55697,130.67485,347.8
-15.39917,130.8867,341.5
-15.39554,130.886,340.6
-14.66875,130.72008,332.2
-14.54668,131.47324,334.3
-15.71397,137.04749,367
-15.70339,137.04529,339.2
-13.97579,130.64175,337.7
-14.597,133.15764,344.4
-13.78941,131.87988,349.6
-13.77764,131.87776,333.4
-14.4034,132.95872,335.2
-13.20092,134.64352,337.2
-13.20471,134.62274,344.8
-14.05291,130.67209,331.7
-14.05142,130.68089,345.2
-14.41661,132.93311,348.6
-14.41938,132.91776,332.3
-14.41037,132.94394,332.9
-14.41316,132.92848,343.9
-14.40623,132.94315,333.8
-14.40832,132.93156,330.8
-14.40207,132.94238,337.3
-14.40417,132.9308,350.1
-14.41522,132.94083,339.3
-13.74868,131.05121,349.1
-13.74861,131.04869,349
-13.74486,131.04805,347.3
-14.40961,132.97192,344.3
-14.61587,133.17325,335.6
-14.60467,133.16318,367
-14.60048,133.1624,344.9
-14.59629,133.16159,348.4
-14.42697,132.94705,339.2
-14.42905,132.93539,351.7
-14.36703,130.69135,341.9
-13.95748,130.63876,339.2
-14.62491,133.1955,367
-14.62277,133.20747,338
-14.62142,133.19072,356.8
-14.61865,133.18196,348.8
-14.60808,133.19241,345.6
-14.58907,133.2014,333.9
-14.59272,133.18129,356.2
-14.58634,133.1925,334.4
-14.58213,133.19171,349.9
-14.58432,133.1797,351.1
-14.61578,131.68929,339
-14.63795,131.6606,338.1
-14.63072,131.6794,341.7
-14.62604,131.68361,351.9
-14.62345,131.69064,335.7
-14.05357,130.69046,353.6
-14.05431,130.68607,351.1
-14.64299,131.63158,335.9
-14.40545,132.97115,336
-14.58504,133.17574,367
-14.583,133.16313,349.5
-17.04529,122.84347,355.4
-14.25943,129.86726,340.2
-15.46935,130.86731,342.2
-16.89004,123.07769,340.1
-15.60051,130.64311,345.7
-16.95123,123.06165,349.2
-16.88704,123.05829,356.7
-15.1466,129.82367,332.6
-16.90422,123.082,345.6
-15.56117,130.70145,342.8
-16.89762,123.0704,343.7
-16.88042,123.07882,332.2
-16.93534,123.05952,339.8
-16.80192,122.7169,367
-16.89363,123.10191,342.4
-15.56983,130.69397,352
-15.65156,130.55716,342.7
-16.88769,123.05305,332.4
-16.94068,123.04948,345.6
-15.50121,130.8103,338.1
-15.49325,130.83586,345
-14.06901,130.66586,341.7
-14.67029,129.98172,353.3
-15.48157,130.79413,334.8
-15.47366,130.86388,341
-15.55247,130.70906,346.4
-16.7537,122.86808,339.4
-16.75771,122.86861,337.4
-14.67381,129.98233,348
-16.91358,123.0081,354
-16.88816,123.06142,346.9
-15.60682,130.60529,340.1
-16.94203,123.03895,367
-14.13837,129.96765,345.8
-14.36926,141.64256,330
-16.80596,122.71751,367
-15.61466,130.6024,345.3
-16.88373,123.0846,337.3
-17.04172,122.8393,347.3
-16.94726,123.0611,343.9
-16.92815,123.02091,367
-16.92681,123.03149,367
-16.94125,123.07639,338
-16.8835,123.06615,339.2
-14.20462,130.00374,367
-15.56768,130.68477,356.1
-14.06535,130.66522,334.3
-14.36053,141.64818,337.2
-16.89121,123.09917,334.6
-15.54887,130.70845,347.1
-15.57469,130.64305,349.1
-15.18542,129.87546,333.5
-14.05649,130.6955,345.3
-15.50619,130.80272,350.1
-16.9235,123.02564,367
-15.60119,130.63902,336.2
-16.94533,123.04475,356.2
-16.88571,123.06882,367
-16.88072,123.08715,343.3
-16.87676,123.08665,349.4
-16.92283,123.03094,367
-15.50844,130.81158,346.9
-15.139,129.8264,334.2
-14.36215,141.64104,336.6
-16.89232,123.08038,337
-15.5076,130.79424,346.8
-16.88468,123.08767,336.8
-16.87745,123.08141,343.6
-16.92485,123.01505,367
-16.8758,123.08355,356.3
-14.06015,130.69615,342
-15.13962,129.82259,349.4
-15.509,130.78575,350.4
-16.18196,126.1383,340.6
-15.55606,130.7317,346.3
-15.60396,130.62239,331.5
-16.91622,123.01926,350.3
-16.92867,123.08005,340.8
-15.59199,130.64993,337.3
-15.67478,130.5381,336.3
-15.6327,136.55919,331.3
-16.91818,123.03568,336.8
-15.15271,129.81299,335.1
-15.14671,129.82777,335.7
-16.13856,126.1504,348.6
-16.92087,123.01451,352.6
-15.6729,130.53888,338.6
-16.20728,126.10739,342.8
-16.88023,123.06036,331.7
-16.20905,126.11926,367
-16.9367,123.04894,344.6
-16.92748,123.02621,367
-16.93738,123.04367,348.8
-16.90092,123.07619,352.5
-15.60188,130.63492,333.5
-16.9202,123.01979,351.5
-16.86694,123.06928,349.2
-15.59269,130.6458,341.3
-16.2085,126.12302,335.4
-15.65514,130.55774,337.6
-16.92725,123.12241,347.8
-14.20529,129.99966,348.9
-16.80144,122.7206,342
-16.091,126.14301,338.8
-12.24894,136.02382,338.2
-12.11644,134.73636,367
-12.11925,134.74815,336.8
-12.56599,135.37953,367
-12.50101,131.27599,334.1
-12.71208,136.26071,332.2
-12.70458,135.78471,345.8
-12.11966,134.73499,344.6
-12.21942,135.52522,340.5
-12.50928,130.6436,330.5
-12.45667,134.38913,337
-12.70398,135.78787,367
-11.63809,130.42207,330.9
-12.81924,131.66798,336.9
-12.3212,134.95837,331.3
-12.24236,134.83073,330.6
-11.17575,132.33359,353.6
-11.24698,131.85248,340.4
-12.39526,136.5905,340.3
-11.21736,132.36929,342.2
-11.21451,132.36066,340.3
-11.24251,132.34932,351.5
-11.24226,131.85545,336.3
-11.21382,132.36462,352.6
-12.89836,132.62862,349.8
-12.70988,135.00101,348.9
-12.70229,135.00772,330
-12.86895,134.34004,348.7
-12.92974,134.49103,337.4
-12.81263,132.96675,367
-12.52158,130.91942,338.1
-13.02373,131.66801,354
-12.4338,131.07664,350.1
-12.66262,131.29536,339.4
-12.6549,131.29402,348.5
-12.63693,131.30605,336.6
-12.63392,131.30048,334.7
-13.5106,131.28822,335.2
-12.42768,134.88756,330.6
-12.57509,131.99576,339.6
-12.56517,132.00511,331.7
-12.56051,132.00801,345.1
-12.56423,131.98648,330.1
-12.57344,132.35995,346.9
-12.56172,132.35402,338
-12.28044,131.13589,332.5
-12.82175,134.4628,344.9
-12.81325,134.45607,337.2
-12.81719,134.4583,330
-12.46977,134.34418,336.1
-12.13731,135.55859,334.8
-12.25582,135.52884,331.2
-12.25755,135.51959,351
-12.24891,135.53741,330.4
-12.95984,132.57561,342.4
-12.67701,134.07954,333.7
-12.67829,134.08226,339.6
-12.52588,135.45262,331.6
-12.96052,132.57176,344.3
-12.26457,134.02121,347.3
-12.69856,132.5085,333.3
-12.79555,132.96358,344.7
-12.79773,132.95142,351
-12.79348,132.95052,351.3
-12.65363,132.28906,332.9
-12.89815,132.5806,346.8
-12.88983,132.57907,330.7
-12.89418,132.62787,351.6
-12.57823,132.3569,331.7
-11.40367,130.74202,346
-11.38031,130.83589,331.7
-11.46603,130.87746,342.1
-11.46383,130.86708,343.6
-11.44828,130.88928,345.2
-11.43981,130.89273,336
-11.43679,130.88722,335.4
-11.46339,130.82266,340.8
-11.40229,130.88129,346
-11.40007,130.87117,343.2
-11.39624,130.87053,344.8
-11.40081,130.87875,367
-11.39854,130.86861,355.4
-11.42751,130.89546,355.1
-11.42286,130.89961,333.5
-11.42693,130.8756,348.5
-11.41599,130.89351,342.1
-11.40914,130.88739,351.4
-11.3603,130.95647,337.1
-28.98552,114.82162,326.9
-29.77067,115.65658,337.4
-19.57777,146.54652,301.6
-19.07077,146.40405,320.1
-21.78939,148.8959,299.4
-21.08661,148.93051,295.3
-23.79138,151.15448,303.2
-22.48418,148.90562,322.6
-22.69114,150.46565,299.8
-22.66891,150.45834,302.1
-25.13779,151.84668,304.7
-22.67382,150.45714,313.3
-22.66784,150.47752,310.4
-22.68493,150.46074,297.3
-22.47807,148.90485,303.4
-22.6802,150.48708,298
-22.48045,148.91464,298.2
-22.6935,150.45244,306.2
-25.90716,152.67561,300.2
-22.68149,150.49313,313.2
-22.68255,150.47386,296.6
-22.68748,150.47275,303.5
-22.67892,150.48106,303.1
-22.67274,150.47627,308.2
-25.49152,152.43459,302.6
-21.83149,148.01997,295
-25.59519,152.83299,299.4
-21.8325,148.02429,297.7
-26.23923,150.97755,301.2
-29.37509,152.718,303.6
-29.32257,153.05621,345.9
-29.73039,152.72169,346.6
-29.31785,153.05196,324.7
-29.72088,152.71332,324.9
-29.90553,152.98947,324.8
-26.17348,151.09457,304.7
-29.32628,152.81477,296.7
-29.32154,152.81079,296.6
-29.9135,152.94989,313.7
-29.9194,152.98064,320.7
-29.73621,152.71869,337.4
-29.06053,152.65446,305.4
-29.75132,152.71494,327.9
-29.80282,152.52322,303.4
-29.07545,152.62822,303.2
-29.72696,152.54939,298.3
-29.78859,152.51707,300.9
-29.90781,152.94061,314.5
-29.14095,152.8412,316.6
-29.14474,152.8403,367
-29.14751,152.83409,350.5
-29.17271,152.88261,298.9
-29.08163,152.87404,302.8
-28.84389,153.28395,322
-29.31332,153.06931,340.9
-29.90606,152.95175,351
-29.71988,152.70808,297.1
-29.3263,153.05525,349.7
-29.73158,152.53212,303.2
-29.0831,152.62624,334.6
-29.90192,152.91,300.6
-26.25084,151.01051,302.7
-29.89344,152.9066,338
-29.94475,152.88864,301.8
-29.93831,152.89587,296.5
-29.07653,152.6337,339
-29.06885,152.63551,317.4
-29.94202,152.89484,313.9
-29.89445,152.91179,314.6
-26.24773,150.99574,295.7
-29.89543,152.91689,315.9
-29.96299,152.84039,299.5
-29.07611,152.6111,323.9
-29.08101,152.61554,341.5
-29.14884,152.94344,341.2
-29.16995,152.88882,367
-29.803,152.52975,309.6
-29.59568,152.83426,325.8
-29.59191,152.83517,317.2
-29.90485,152.92519,301.6
-29.72695,152.73203,302.6
-29.9096,152.92955,302.3
-29.90825,152.98343,343
-29.90158,152.96898,349.9
-29.90454,152.98433,367
-29.72762,152.72795,317.8
-29.7171,152.71425,299.2
-29.90902,152.96715,320.6
-29.82528,152.72949,312.3
-29.90879,152.94568,349.4
-29.91296,152.98763,350.1
-29.351,152.81963,356.6
-29.35014,152.83563,322.9
-29.56735,152.83052,301.5
-29.56534,152.82011,335
-29.82823,152.73314,331.2
-29.31411,153.05287,314.6
-29.31877,152.81688,299.4
-29.16718,152.89503,318.2
-29.91667,152.98668,342.1
-29.83307,152.73766,312.9
-29.56834,152.83563,318
-29.80225,152.54665,324.6
-29.80318,152.54529,329.4
