latitude,longitude,bright_ti4
-28.99734,152.51073,343.9
-29.07625,152.33043,338.1
-29.54082,153.20935,331.7
-29.06403,152.40096,354.7
-28.43057,152.31242,344.8
-28.42675,152.3233,331.6
-28.99752,152.53621,367
-28.43234,152.30612,355.2
-29.05773,152.3976,355.5
-28.76332,148.37054,340.9
-29.01273,152.50772,353.7
-29.02817,152.29614,326
-28.96547,152.41397,354.4
-28.99352,152.55058,327.8
-29.56132,153.21597,343.3
-29.04844,152.43698,346.6
-28.97058,152.44814,333.7
-29.09545,152.36542,334.2
-29.73401,152.49275,338.8
-28.97304,152.38641,338
-28.98443,152.31868,333.3
-28.61627,151.90215,344.3
-28.99607,152.28223,342.3
-29.70352,152.42192,350
-29.03668,152.47853,367
-29.07383,152.41783,355.6
-28.6752,152.6396,340.3
-28.98475,152.32253,332.9
-29.08894,152.39604,353.6
-29.0742,152.39702,327.3
-29.71472,152.48491,367
-29.54369,153.22543,351.4
-29.04296,152.45634,342.5
-29.01433,152.28822,329.1
-29.71751,152.43466,340.2
-28.43351,152.32796,333
-29.02777,152.29164,329.7
-28.96747,152.40666,367
-29.07706,152.33559,326.2
-29.02529,152.30077,328
-29.73043,152.49046,330.3
-29.08217,152.42014,350.4
-29.69572,152.42429,339.9
-29.01936,152.51004,367
-29.053,152.44092,367
-29.09866,152.37999,345.8
-29.10032,152.3739,342.3
-29.03666,152.50432,343.5
-29.54287,153.20222,327.8
-29.00612,152.53149,367
-29.06517,152.40338,367
-28.43201,152.30417,341.3
-28.99658,152.43257,348.9
-28.61114,151.92091,328.3
-29.00387,152.51341,346.7
-29.72644,152.46832,340
-29.0039,152.48718,332.8
-28.4465,152.33368,332.5
-29.04403,152.44717,352.9
-28.613,151.91412,335.9
-28.97709,152.37555,351.6
-29.07694,152.41298,345.3
-29.72479,152.4743,325.5
-29.00299,152.43834,339.3
-29.07011,152.32658,329.2
-29.55247,153.22084,325.2
-32.08731,145.5656,340.7
-29.49676,150.19397,337.4
-29.10054,152.08664,337.4
-30.28563,152.25784,334.8
-29.06958,151.99353,341.5
-30.23835,152.23123,337.3
-30.24274,152.24072,343.2
-30.22629,152.21977,328.2
-30.08647,152.23174,344
-30.23738,152.23012,343.9
-30.09986,152.2085,336.2
-30.10955,152.19867,326.1
-28.98843,152.27788,341.6
-29.07218,151.9973,367
-30.07919,152.25818,367
-30.25479,152.24298,342.2
-30.11464,152.18013,367
-30.10767,152.18002,327.5
-30.11319,152.1599,328.9
-30.12634,152.16286,342.7
-30.14057,152.16185,328.4
-30.32898,152.27818,328.6
-30.11347,152.17723,338.6
-30.11654,152.19124,330.9
-30.12372,152.19058,336.1
-30.14993,152.15308,330.8
-30.8242,152.02692,367
-30.27539,152.24432,348.1
-30.11927,152.1815,345.9
-29.09878,152.09302,367
-28.6186,151.94569,351.1
-28.62588,151.91899,328.4
-30.13365,152.15506,367
-28.62918,151.90689,367
-30.16078,152.16443,349.7
-30.15955,152.16237,340.9
-30.16499,152.16792,367
-29.09697,152.09956,338.8
-30.128,152.15678,351.3
-30.14257,152.15446,367
-28.6268,151.94174,327.1
-30.32613,152.28152,332.4
-30.27484,152.53967,334.6
-30.27703,152.54485,346.2
-30.23041,152.53375,337.7
-30.29865,152.38885,338.2
-30.16035,152.36206,332.8
-30.15846,152.34341,327.4
-30.1745,152.25995,329.1
-30.24376,152.4856,330.7
-30.22766,152.51811,367
-30.09382,152.28168,331.9
-31.73583,147.1669,343.8
-30.28744,152.54541,325.4
-30.28408,152.55736,347.9
-30.27224,152.5742,349.5
-30.26748,152.56586,355
-30.25465,152.56085,367
-30.24577,152.56711,367
-30.28017,152.55922,367
-30.27018,152.56978,367
-30.25551,152.57141,337.5
-30.25232,152.55724,347.2
-30.19847,152.19839,367
-30.07931,152.28333,367
-30.22348,152.45667,325.5
-30.22011,152.49422,335.7
-30.18595,152.48956,327.3
-30.18831,152.49165,325.9
-30.23857,152.47878,367
-30.24636,152.45065,337.2
-30.23589,152.46294,346.5
-30.25211,152.4299,340
-30.15463,152.33183,349.4
-30.15831,152.31851,355.2
-30.1509,152.31987,348.6
-30.18697,152.41019,351.4
-30.19046,152.40636,340.9
-33.00795,137.57924,332.3
-30.24989,152.38704,343
-30.18735,152.41765,346.9
-30.21819,152.50113,329.9
-30.21028,152.50406,329.9
-30.18862,152.50533,336.9
-26.28481,150.98863,335.7
-25.94846,150.93008,367
-25.9467,150.9368,367
-26.38845,150.6779,335.8
-25.9615,150.93463,345.9
-26.28104,150.99326,344.5
-25.94501,150.94325,349.3
-26.3867,150.65814,330.7
-26.28584,150.97487,331.7
-26.34922,150.70427,342.9
-25.93507,150.95401,343.1
-26.3957,150.68602,341.9
-26.38999,150.67204,331.7
-25.93067,150.91656,331.4
-26.26178,150.99506,331.9
-25.94197,150.92772,367
-26.34817,150.69836,338.6
-26.25306,150.99174,330.4
-26.28752,150.99556,351.9
-25.93849,150.94098,367
-26.26127,150.9875,331.7
-25.95498,150.93237,367
-25.95324,150.93903,340.6
-26.38202,150.67586,344
-25.88027,150.88354,339.8
-22.65971,150.62263,340
-22.70728,150.65485,333.4
-23.76355,150.98465,336.9
-23.76067,150.98584,341.8
-22.70288,150.65739,330.8
-25.96818,129.38651,343.6
-22.5476,150.31129,342.7
-22.58338,149.37537,344.6
-19.38023,146.48015,331.9
-24.00163,131.5554,337.9
-21.36727,134.60446,339.4
-17.19592,143.06331,347.3
-17.07803,145.43692,367
-17.08047,145.43332,356.3
-17.80334,145.44765,367
-17.8166,145.44205,333.3
-17.83606,145.49283,337.7
-17.82149,145.44414,341.5
-17.1954,145.11549,367
-17.20028,145.12073,367
-17.20613,145.12131,367
-17.21947,145.11475,351.4
-17.22666,145.10898,338.9
-16.56221,139.21912,337.2
-17.22673,145.08026,344.5
-17.78101,145.4673,345.1
-17.44885,145.05196,356.1
-17.44563,145.03915,367
-17.44479,145.04309,337.6
-17.43743,145.04988,333.8
-17.43421,145.03708,332.3
-17.39908,145.14658,367
-17.39425,145.1412,367
-17.396,145.13301,339.9
-17.08975,142.97273,367
-17.09543,142.94429,343.3
-17.0976,142.90741,334.3
-17.41543,145.04178,338.8
-17.42282,145.03491,354.5
-17.42198,145.03889,367
-17.04078,142.83223,334
-17.04226,142.85098,331.9
-17.05754,142.87888,343.6
-17.06252,142.87993,342.7
-17.0675,142.88097,339.9
-17.08397,142.82281,349.5
-17.07825,142.85234,352.9
-17.0878,142.82976,367
-17.09008,142.81798,344.3
-17.08207,142.85931,351.6
-17.08819,142.85443,341.8
-17.0563,142.88031,341.7
-17.07345,142.84686,348.6
-17.08791,142.80087,346
-17.08436,142.81847,348.1
-17.07365,142.87154,348.7
-17.08696,142.83125,367
-17.08932,142.8195,353.2
-17.08102,142.86073,345
-17.09286,142.80188,367
-17.08718,142.85585,356
-17.09571,142.83919,352.3
-17.16376,143.0408,348.3
-17.17702,143.05304,332.4
-17.21701,143.03621,339.1
-17.22704,143.03836,350.8
-17.09521,142.79019,354.3
-17.09144,142.78333,367
-17.09261,142.7775,367
-17.09001,142.76483,339
-17.09689,142.78273,349
-17.08967,142.79341,348.9
-17.09534,142.76419,355.3
-17.09039,142.76315,338
-17.10093,142.86485,346.6
-17.10235,142.88365,367
-17.12977,143.03456,342.4
-17.14927,143.04189,354.6
-17.14808,143.04066,345.1
-16.39555,136.51353,345.7
-16.38925,136.50833,355.7
-17.78763,145.46468,337.4
-17.79074,145.47838,345
-17.21155,145.03931,367
-17.21608,145.04599,367
-17.22174,145.04739,367
-17.7942,145.4622,367
-17.79997,145.4635,338.3
-17.41408,145.10408,341
-17.40843,145.10265,355.3
-16.39903,136.51414,343.8
-16.01365,144.31346,342.2
-16.01573,144.31302,341
-16.32479,144.68472,347.7
-15.43344,141.80205,331.8
-15.43287,141.81021,334.1
-18.06039,144.76833,346.4
-18.12996,144.7619,367
-18.12595,144.78082,343.8
-18.12916,144.76569,352.4
-18.13636,144.73163,333.3
-18.13484,144.7117,349.1
-18.13723,144.70042,346.8
-18.07848,144.73668,356.7
-18.08162,144.72156,337.2
-18.08159,144.69415,367
-18.11552,144.83006,367
-18.11873,144.81493,367
-18.12515,144.78459,346.1
-18.1124,144.81757,357.1
-18.09659,144.81047,334.3
-18.13017,144.65277,342.8
-18.12079,144.6432,353.4
-18.12673,144.64165,344.3
-18.0987,144.6393,338.3
-16.8987,142.81863,333.4
-15.26595,144.75673,341.2
-15.26123,144.75377,332.5
-18.13953,144.71661,349.7
-17.8763,145.52608,350.7
-16.32954,144.69031,338.8
-16.24677,144.65514,349.6
-16.23462,144.65678,367
-16.23544,144.65279,354
-16.24027,145.36935,347
-16.08941,144.39737,367
-16.08379,144.39636,354.9
-16.07899,144.39133,317.1
-16.19101,144.42743,336.3
-16.18382,144.4341,339.9
-16.17741,144.43695,367
-16.16454,144.44278,367
-16.11581,144.42436,343.1
-16.11023,144.42314,340.1
-16.10627,144.41415,367
-16.10148,144.40918,355.6
-16.11434,144.41817,367
-16.10954,144.41306,338
-16.10471,144.40813,356.5
-16.10231,144.40524,367
-16.09747,144.40053,349.8
-16.10627,144.40042,341.3
-16.10065,144.39943,347.8
-16.01468,144.47638,367
-16.02319,144.46368,339.5
-15.9985,144.46956,338.9
-15.99525,144.45705,339.8
-15.99132,144.44783,347.1
-15.97943,144.44867,367
-15.99756,144.4608,367
-15.99193,144.45967,367
-15.98795,144.45038,367
-16.0886,144.40137,339
-14.28933,135.52428,339
-14.01565,130.7923,348.9
-14.06108,130.72726,352.8
-14.01337,130.80872,348.4
-14.01679,130.7841,367
-14.59361,126.57162,352.4
-14.58725,126.58527,355.2
-14.01437,130.77542,338.3
-14.0138,130.7795,350.5
-14.07114,130.70753,339.9
-14.07179,130.72882,344.8
-14.06699,130.71117,367
-14.06582,130.71947,353.8
-14.0974,130.77925,344.5
-14.28432,135.51172,367
-14.06341,130.71065,339.2
-14.02224,130.39162,343.7
-14.30058,135.54179,343.1
-14.09797,130.77522,353.3
-14.32555,135.56163,336.4
-12.86769,136.03557,334.6
-14.6327,126.81927,343.7
-13.38396,135.61296,336.5
-14.30339,135.54617,367
-14.09854,130.77121,356
-14.32334,135.55342,347
-14.3193,135.55666,337.8
-14.62597,126.57639,367
-14.62716,126.56683,352
-14.62021,126.58492,354.7
-14.62193,126.57101,338.1
-14.61848,126.56085,367
-14.61672,126.57504,338.7
-14.6191,126.55577,334.9
-14.61386,126.56006,349.1
-14.604,126.56371,346
-14.30401,135.54237,349.5
-14.30217,135.55379,332.2
-13.85267,136.52321,353.7
-13.38459,135.6091,356.2
-13.38372,135.60477,343.7
-12.90878,136.06752,367
-15.38111,134.21725,343.2
-14.21765,130.00725,367
-13.83782,129.84299,337.9
-13.83671,134.19203,367
-14.48634,126.72599,341.2
-14.29434,135.53683,344.9
-14.29838,135.5336,354.5
-12.91585,136.06873,337.5
-14.29153,135.53247,367
-14.29495,135.53304,355.6
-13.83282,134.21715,355
-13.83449,134.20638,356.6
-13.83505,134.20279,367
-13.8306,134.20943,353.5
-14.49087,144.30063,367
-14.49005,144.3047,347.2
-14.29618,135.52542,339.2
-13.84505,134.20442,367
-14.60064,126.81686,339.7
-14.0777,130.71274,367
-14.0944,130.77473,343.6
-14.58415,126.80052,367
-14.58361,126.80488,340.3
-14.57907,126.80417,337.1
-14.53462,126.8651,352
-14.07654,130.74675,353.1
-14.49033,126.73132,338.6
-14.53923,144.27208,334.4
-14.60972,126.81828,348.2
-14.07477,130.73352,354.3
-14.07833,130.73407,353.7
-14.07359,130.74191,352
-14.07062,130.73714,348.9
-14.06705,130.7366,343.3
-14.06588,130.74495,342.7
-14.0605,130.7314,343.1
-14.06407,130.73193,342.6
-14.6407,126.82971,340.7
-14.6367,126.82452,339.3
-14.63471,126.84019,344.9
-14.63195,126.8256,351
-14.09153,130.79494,346.9
-13.84448,134.25217,352.8
-14.01578,130.81746,343.9
-14.01635,130.8134,350.8
-12.78988,135.75545,337.7
-14.49193,126.75574,344.1
-14.60103,126.7019,340.4
-14.56274,126.67145,354.6
-14.55434,126.66735,338.9
-13.8302,136.70543,351
-14.53768,144.25066,345.1
-12.78574,135.75882,340.9
-13.84005,134.19258,357
-13.84781,134.2527,339.7
-13.84392,134.25575,355.9
-14.02402,130.81041,343.6
-13.83782,134.20692,349.4
-14.10039,130.78375,337.7
-13.83838,134.20332,348.3
-14.52728,132.98628,350.2
-13.53761,130.38167,344.3
-13.83894,134.19975,350.1
-14.10153,130.77573,348
-13.84616,134.19725,355
-13.84394,134.18953,335.9
-13.84282,134.1967,367
-15.37333,134.20128,344.8
-13.84227,134.20029,367
-14.07951,130.72574,349.2
-13.84338,134.19312,367
-14.49152,126.72179,345.2
-12.51885,142.26968,342.9
-16.04438,136.38385,355
-16.05672,136.37378,339.8
-16.56235,122.8597,344.6
-16.01768,136.24147,347.3
-16.20652,136.56345,338.7
-16.56292,122.85828,338
-16.0155,136.23305,342.2
-16.0032,136.24306,342.7
-16.00987,136.22404,340.3
-12.70199,136.39006,334.4
-16.25166,136.55083,356.8
-16.24208,136.56563,349.5
-15.99974,136.24245,345.3
-16.23575,136.56038,340.9
-16.00103,136.23462,341.3
-16.2545,136.55544,337.7
-13.83658,136.68907,340
-13.00943,141.84213,330.3
-12.99929,141.81305,341.2
-12.75678,143.31757,336.5
-12.82456,142.93353,339.5
-13.0219,142.09746,367
-13.02306,142.09142,367
-12.75195,143.31271,339.8
-12.82332,141.82222,337.1
-12.42786,141.95375,354.8
-12.77599,142.02,337.5
-12.05829,141.90709,348.8
-14.00018,143.16946,335.3
-12.7828,142.04022,367
-12.79031,142.04062,337.3
-12.78338,142.03711,354.8
-12.78453,142.03096,350.4
-13.00124,142.12212,341.4
-12.78111,142.02089,336.4
-12.77769,142.01093,367
-12.75667,143.31042,367
-12.82032,142.7807,367
-12.80424,142.77759,367
-12.77711,142.01401,331.8
-12.78792,142.04117,367
-14.00557,143.17047,343.6
-13.18593,142.91846,339
-12.79888,142.77655,339.6
-12.81496,142.77966,353.2
-12.8096,142.77863,367
-12.05905,141.90994,367
-12.06343,141.90807,350
-17.20977,125.41263,349.7
-14.28694,143.44238,337.7
-14.28148,143.44139,337
-12.37812,142.10345,352.5
-12.95724,143.36459,333.6
-12.37874,142.10022,338.2
-14.04018,143.13651,344.6
-12.78639,141.85223,355.9
-12.44031,142.201,336.3
-12.76588,141.9894,335.6
-12.79987,142.03378,343
-12.79602,142.03847,331.4
-12.80113,142.03944,341
-17.16656,125.23291,351.8
-17.1219,125.25217,347.3
-17.22186,125.39853,332.9
-12.37751,142.10663,341.7
-12.77096,141.99043,331.3
-12.97772,143.36984,331.3
-12.70302,143.32709,330.4
-12.79721,142.03229,367
-17.13528,125.27493,331.3
-12.86628,142.05884,349.2
-12.9857,143.36633,348.5
-17.2153,125.41017,367
-12.77271,141.98112,367
-12.44003,142.20195,334.1
-17.20081,125.39854,345.3
-17.16694,125.22961,342.2
-12.79662,142.03539,367
-17.22153,125.40152,367
-12.78695,141.84924,346.7
-14.01134,143.1414,338.5
-11.81386,142.67268,367
-12.95797,143.36081,367
-12.80503,142.04669,333.1
-14.01196,143.13826,330.4
-17.12268,125.24519,342.9
-17.07948,125.25201,367
-12.99957,142.11995,354.6
-11.81516,142.67238,367
-17.22014,125.41399,338.2
-12.76761,141.98016,330.7
-17.20599,125.39929,355.1
-12.76646,141.98627,341.5
-12.45105,142.20068,350
-12.80383,142.041,337.2
-11.28893,132.24461,367
-11.27732,132.25372,335.4
-11.28105,132.22885,345.1
-12.20755,136.80345,331.9
-12.20912,136.80482,334.7
-12.06004,133.68683,367
-12.5208,133.9196,333.1
-11.28947,132.24106,355.2
-12.43437,136.40771,342.5
-11.33445,132.13559,367
-11.33726,132.13968,348.8
-11.35982,132.10295,351.9
-12.28058,136.63895,342.5
-12.27985,136.64334,348.4
-12.28424,136.63956,349
-13.29,130.7942,336.9
-13.28762,130.78554,340.9
-13.28466,130.78098,344.5
-13.27759,130.77998,350.2
-13.27108,130.77495,367
-13.26868,130.76634,351.4
-13.26571,130.76178,367
-13.26742,130.74959,340.1
-13.26091,130.74452,345.4
-13.22519,130.79784,343
-13.22277,130.76443,348.2
-13.21981,130.75992,346
-13.27312,130.70885,339.3
-13.27071,130.7002,343.7
-13.26716,130.69968,339.9
-12.48195,134.21458,341.9
-12.50926,134.06058,349
-12.50702,134.03085,348.3
-12.50368,134.03033,354.1
-12.507,134.00887,351
-12.50034,134.0298,350.5
-12.50311,134.0119,348.7
-12.497,134.02927,340.9
-11.63573,130.75786,342.1
-12.72089,135.1143,337.6
-12.705,135.10399,349
-12.97521,130.88748,348.3
-12.52164,130.9183,332.9
-11.0434,142.61511,339.9
-11.0441,142.61142,352.6
-11.11599,142.58963,335.4
-11.67672,132.85028,337.8
-12.6118,132.88031,346.2
-11.64332,132.83038,354.7
-12.76512,132.04861,342.4
-11.08697,132.5504,356
-11.08643,132.55392,354.6
-12.24967,133.08676,349.5
-11.05606,132.48427,333.9
-11.05335,132.48668,333.3
-12.25632,133.0878,341.1
-12.26137,133.09308,338.9
-12.47673,133.01509,337.4
-12.09596,134.43007,350.2
-11.06255,142.6321,335.7
-12.5888,134.33238,367
-12.58601,134.32822,367
-12.24516,134.79016,337.4
-12.24117,134.79333,337.2
-13.15749,130.7673,351.2
-12.43247,135.55942,339.6
-12.46414,135.58473,344.5
-12.46065,135.58415,343.1
-12.45178,135.59479,344.6
-11.92279,135.78589,344.3
-11.99741,135.59319,350.1
-12.21464,135.4035,340.5
-12.15664,134.43983,334.3
-12.15017,135.65042,337.6
-12.15868,135.53043,338.6
-12.15519,135.52985,345.5
-12.44289,135.60547,342.4
-12.42702,135.61491,333.9
-13.34175,130.78525,354.7
-12.58054,135.18837,336.9
-12.57085,135.18288,349.1
-12.18406,133.02586,340.8
-11.65718,132.82196,336.3
-11.65332,132.82498,356
-11.6521,132.81731,349.5
-11.64225,132.83745,337.7
-11.64052,132.82634,339.7
-13.34117,130.78929,340.5
-12.6597,130.67953,343.1
-12.64571,130.70209,348.4
-11.13,142.4861,367
-11.12727,142.47093,340
-11.08106,142.50377,333.1
-11.06756,142.51588,335.9
-11.09276,142.5318,330.5
-12.65913,130.68355,342.1
-12.27211,134.84029,335
-13.34529,130.78575,338.3
-12.27152,134.84402,336.2
-12.45179,134.20979,343.6
-13.23582,130.87262,355.8
-13.23286,130.86809,349.2
-13.23131,130.88025,356.6
-13.22656,130.86336,348.4
-13.21895,130.86635,352.8
-13.20978,130.75439,338.1
-13.21192,130.86526,342.6
-13.21094,130.74622,355.8
-13.23063,130.88397,367
-13.22255,130.89119,353.9
-11.66429,131.00238,347.2
-12.76826,131.59566,342.7
-11.45095,132.17218,333.2
-11.42755,132.16858,342
-13.20446,130.74109,367
-11.68499,131.00545,347.5
-12.44844,134.20926,342
-12.46243,134.18561,355.3
-12.46801,134.19389,344.6
-12.46466,134.19336,340.7
-12.77508,131.59668,343.6
-32.82999,117.42633,335.2
-33.93387,116.79488,345.5
-32.41206,116.06878,332.7
-31.53118,116.19082,340.2
-20.33849,118.91003,335
-20.3453,118.92843,338.7
-20.35622,118.9275,367
-20.34906,118.93603,334.4
-20.33406,118.90565,337.1
-16.83202,122.92133,353.6
-16.83892,122.92294,350.1
-25.90212,150.88574,296.1
-25.90071,150.88026,295.9
-25.92356,150.94254,299.8
-23.79177,151.15164,299
-23.76352,150.97958,296
-22.69369,150.65521,307.2
-22.77429,150.66302,314.1
-22.69695,150.65729,306.5
-25.89084,150.89565,296
-25.92993,150.94052,299.3
-25.92207,150.93671,304
-25.89721,150.89355,296.2
-22.52724,150.29045,301.6
-22.54818,150.28325,305.2
-28.15826,153.16441,298.4
-28.19107,153.18033,322
-28.17707,153.17027,297.7
-28.16297,153.1599,303
-28.13188,153.12761,299
-28.13685,153.12415,295.6
-28.16684,153.15198,325.7
-28.62568,151.90315,297.4
-28.62596,151.92868,305.1
-28.61886,151.90059,298.9
-28.62026,151.93057,319.6
-28.9819,152.28076,341.1
-28.99862,152.27568,340.9
-28.98774,152.28017,297.9
-28.97523,152.27802,367
-28.97659,152.27563,350.9
-29.00446,152.27509,315.4
-28.62815,151.91295,295.3
-28.99516,152.27783,322.3
-29.09468,152.11815,319.8
-29.1003,152.11652,314.7
-29.1038,152.10635,296.7
-29.00559,152.27968,313.1
-29.54245,153.23442,337.7
-28.96622,152.38667,306.4
-29.03095,152.45615,321.5
-28.9634,152.42328,317.5
-29.72359,152.50386,329.4
-29.06325,152.40628,320.9
-28.95711,152.30179,295.4
-28.97252,152.31557,304.2
-29.55022,153.26707,314
-26.82858,152.41438,297.7
-29.72517,152.48683,296.1
-28.95923,152.31033,307.6
-29.03147,152.46924,301.2
-29.00181,152.43423,303.1
-29.03545,152.48505,297
-29.71587,152.42606,311.3
-29.09114,152.42293,307.7
-28.97037,152.30687,317
-28.98542,152.31929,303.2
-26.5784,152.50354,301.1
-25.94938,150.94084,309.6
-26.85188,152.23235,303
-29.00795,152.28096,315.9
-26.86486,152.20865,297.8
-28.6108,151.89317,304.2
-29.08545,152.32768,342.2
-29.08385,152.32124,356.7
-25.88324,150.87311,302.1
-25.93679,150.94542,303.9
-28.99361,152.52109,367
-29.72642,152.49184,311.5
-29.55215,153.26202,356.5
-29.08194,152.43369,346.6
-29.08462,152.42056,367
-29.56924,153.21715,303.8
-29.55125,153.25835,367
-29.03465,152.29179,308.9
-29.02348,152.44986,304.8
-29.03569,152.29596,367
-29.57025,153.24432,304.5
-29.69764,152.41856,296.4
-29.55291,153.23132,308.4
-26.24495,150.89342,296.2
-28.97165,152.28783,367
-26.40145,150.68489,305.6
-28.96944,152.44759,309.3
-26.39643,150.68748,303.7
-29.08855,152.31609,300.2
-29.01729,152.44885,310.6
-29.73029,152.46042,318.6
-28.42992,152.31355,310.2
-26.83337,152.42378,298.2
-28.67335,152.62851,313.7
-29.6898,152.48241,337.8
-29.73375,152.45082,297
-28.9983,152.49219,338.2
-25.95424,150.93303,302.6
-29.73194,152.49054,327.6
-29.56842,153.24947,329.7
-29.01667,152.51866,323.5
-29.73521,152.43314,295.6
-29.0754,152.43124,341.1
-29.08683,152.4055,315.9
-29.56349,153.26257,326.2
-29.00732,152.39702,299.1
-29.04845,152.45505,308.1
-29.71879,152.43776,297.6
-29.56324,153.25122,331.7
-28.98696,152.47028,305.6
-25.92588,150.93007,305.1
-29.56244,153.27144,334.9
-29.01903,152.45595,337.8
-29.01461,152.43796,336.7
-29.56236,153.24751,319.9
-29.02236,152.4566,319.3
-29.7362,152.43715,309.6
-29.03671,152.30003,355.5
-29.01651,152.29114,311.3
-29.02766,152.45407,327.9
-29.6758,152.44908,299.5
-29.71348,152.72131,315.5
-29.04225,152.29822,302.6
-29.02884,152.45879,324.1
-28.97143,152.31117,312.8
-28.9927,152.44551,319.1
-29.01808,152.45207,323.9
-28.97234,152.36319,330.6
-29.08465,152.32445,367
-26.16778,151.07065,324
-28.44597,152.30357,295.6
-29.71412,152.48628,306.5
-28.99602,152.5547,311.2
-29.70976,152.49234,311.3
-26.59153,152.50629,295.4
-29.71068,152.49611,306.1
-29.01678,152.43448,320.4
-29.70812,152.72292,299.9
-26.82588,152.42838,307.6
-28.97038,152.45135,327.7
-28.60637,151.90007,318.3
-28.9686,152.32396,304.1
-28.96903,152.42195,311.3
-28.61677,151.94116,306.4
-28.44706,152.30788,298.1
-26.37909,150.67398,308.5
-29.06975,152.43243,337.9
-29.09015,152.4189,367
-28.9694,152.39944,316.5
-29.03881,152.52197,324
-28.99723,152.43979,313.1
-29.56168,153.25519,319.8
-29.56101,153.27534,367
-29.02402,152.52448,306.1
-26.27654,150.98914,296.8
-26.328,150.74332,321.7
-28.99914,152.51955,298.1
-29.03411,152.51743,319.3
-29.03278,152.30821,308.8
-29.56672,153.22986,316.5
-29.55378,153.24577,367
-29.57017,153.22099,317.2
-28.97852,152.28325,322.4
-29.56404,153.21886,303.3
-29.56497,153.22264,307.9
-28.99505,152.5508,315.1
-29.05084,152.45178,312.6
-29.54945,153.25102,317.3
-29.55667,153.28049,349.2
-29.08393,152.44171,324.2
-29.70117,152.48108,296.1
-29.04629,152.45735,309.1
-29.69468,152.47845,304.4
-29.05794,152.31316,320.6
-29.10561,152.38519,300.3
-29.06121,152.32628,310.6
-29.08661,152.42859,299.5
-29.10238,152.37209,329.9
-29.0825,152.41202,329.3
-28.99311,152.54295,299.6
-26.339,150.75887,301.8
-29.56935,153.24063,329.8
-29.56067,153.22809,305.5
-29.55898,153.24409,308.7
-29.55459,153.22615,302
-29.54466,153.20854,302.6
-28.43524,152.3351,310.7
-28.97127,152.35887,325.3
-29.70945,152.42381,315.8
-29.5581,153.22955,307.8
-28.98812,152.52278,341.8
-29.09767,152.42531,296
-28.99108,152.53476,325.5
-29.56579,153.23837,312.7
-28.43882,152.3251,298.6
-28.96739,152.29485,308.6
-29.56008,153.27153,318.9
-29.0023,152.29066,301.8
-28.96726,152.39081,325.5
-26.85077,152.22791,325.6
-28.98284,152.38147,300
-29.69441,152.42937,298.6
-29.0102,152.51643,299.2
-29.0604,152.32303,326.2
-28.98814,152.45111,315.5
-28.60764,151.90511,302.7
-29.69346,152.42549,297.7
-29.5413,153.20605,304.2
-29.53608,153.20773,301.7
-29.01184,152.42668,307.5
-29.00661,152.47777,319
-29.01206,152.52393,302.6
-29.56534,153.27019,330.3
-28.44182,152.33727,305.6
-29.08103,152.43002,316.8
-26.16695,151.06747,307.5
-28.97267,152.29193,367
-29.6844,152.41751,332.7
-29.54155,153.23068,331.4
-29.69181,152.42363,314.5
-29.01142,152.4133,300.6
-29.55804,153.25288,328.2
-26.38396,150.67122,296.6
-29.08758,152.4325,299.1
-29.00098,152.50304,308.6
-29.08606,152.45029,351.6
-27.50282,150.84207,295.4
-28.99701,152.55873,300.5
-29.01556,152.44182,305.1
-29.03015,152.46396,299.6
-29.68312,152.45508,297.1
-26.38223,150.68608,303.8
-29.56779,153.25726,328.8
-29.02294,152.49602,300.7
-29.55917,153.26781,321.3
-28.96044,152.4592,309.5
-25.93373,150.93373,305
-29.06685,152.32491,328.7
-29.55736,153.26044,323.4
-29.54416,153.22942,308.4
-28.99566,152.28798,297.2
-29.69273,152.42732,300.1
-29.55976,153.22433,299.2
-29.55557,153.2531,347.1
-29.05156,152.31157,301.3
-26.16146,151.07251,298.2
-29.04154,152.46205,301.6
-28.98654,152.32385,298.4
-29.56155,153.26767,333.5
-26.42038,150.9919,297
-29.04135,152.50851,310.1
-28.97939,152.46367,306.6
-29.01783,152.47519,315.3
-26.8256,152.41747,305.7
-28.98136,152.4716,317.6
-26.38559,150.67735,295.1
-28.4425,152.33778,305.5
-29.04454,152.47403,319
-28.96522,152.38258,332.8
-28.9941,152.54698,303.3
-29.00995,152.46725,322.6
-29.03781,152.51801,337.5
-29.02796,152.28899,305.1
-28.97738,152.38356,303.9
-28.98429,152.28232,317.5
-29.0185,152.52608,303.6
-28.98954,152.5524,305.9
-29.04204,152.47734,354.6
-28.96638,152.29074,324
-29.01449,152.46159,307.5
-28.99008,152.53073,367
-28.9792,152.34262,305.4
-29.03316,152.51355,307.8
-29.0396,152.51573,329.1
-29.74771,152.45998,336.1
-29.04082,152.52995,303.1
-29.55195,153.25081,352.2
-29.031,152.48061,306.6
-29.55827,153.26413,318.6
-29.72932,152.45653,298.7
-29.03005,152.47673,302
-29.55108,153.24713,367
-29.03125,152.50577,313.5
-29.75227,152.45476,311.7
-29.03256,152.47356,301.3
-29.09098,152.39825,319.3
-29.05529,152.44585,321.9
-29.72923,152.50311,325.4
-28.9938,152.49794,298.3
-25.94308,150.94308,304.6
-29.55721,153.27292,308.6
-29.07511,152.33412,311.5
-29.02644,152.55838,304.7
-26.8228,152.41618,303.7
-29.0744,152.42725,341.8
